,node1,node2,label
22999,583|573.563,573|583.573.563,68
23000,583|573.563,584|583.573.563,830
23001,583|573.563,593|583.573,833
23002,590|600.609,580|590.600.609,3936
23003,590|600.609,600|590.600.609,2047
23004,590|600.609,599|590,1303
23005,590|600.609,591|590.600,1854
23006,570|560.561,580|,812
23007,570|560.561,571|570.560.561,60
23008,570|560.561,560|570.560,1831
23009,570|560.561,579|570,1839
23010,581|591.601,571|581.591.601,66
23011,581|591.601,582|581.591,62
23012,581|591.601,591|581.591,64
23013,581|591.601,580|581,1829
23014,572|573.563,571|572.573.563,2197
23015,572|573.563,582|572.573,666
23016,572|573.563,573|572.573,668
23017,572|573.563,562|572.573,1855
23018,592|591.590,582|592.591.590,664
23019,592|591.590,602|592.591.590,3879
23020,592|591.590,591|592.591.590,1309
23021,592|591.590,593|592.591.590,828
23022,583|593.594,582|583.593.594,2944
23023,583|593.594,584|583.593.594,830
23024,583|593.594,593|583.593.594,833
23025,583|593.594,573|583.593,68
23026,581|571.581,582|581.571.581,62
23027,581|571.581,580|581.571,1829
23028,581|571.581,591|581.571,64
23029,581|571.581,571|581.571,66
23030,601|602.612,602|601.602.612,827
23031,601|602.612,600|601.602.612,825
23032,601|602.612,611|601.602.612,661
23033,601|602.612,591|601,2489
23034,601|602.603,602|601.602.603,827
23035,601|602.603,611|601.602.603,661
23036,601|602.603,600|601.602.603,825
23037,601|602.603,591|601,2489
23038,612|622.621,602|612.622.621,662
23039,612|622.621,611|612.622.621,659
23040,612|622.621,613|612.622.621,2942
23041,612|622.621,622|612.622,2490
23042,601|591.592,591|601.591.592,2489
23043,601|591.592,602|601.591,827
23044,601|591.592,600|601.591,825
23045,601|591.592,611|601.591,661
23046,590|599.590,591|590.599.590,1854
23047,590|599.590,580|590,3936
23048,590|599.590,600|590.599,2047
23049,590|599.590,599|590,1303
23050,594|584.594,593|594.584.594,3376
23051,594|584.594,604|594.584.594,1311
23052,594|584.594,584|594,2717
23053,594|584.594,595|594.584,835
23054,594|604.603,593|594.604.603,3376
23055,594|604.603,595|594.604.603,835
23056,594|604.603,604|594,1311
23057,594|604.603,584|594.604,2717
23058,594|593.594,593|594.593.594,3376
23059,594|593.594,604|594.593.594,1311
23060,594|593.594,595|594.593,835
23061,594|593.594,584|594,2717
23062,604|603.593,594|604.603.593,2716
23063,604|603.593,603|604.603,3863
23064,604|603.593,605|604.603,1312
23065,604|603.593,614|604.603,2715
23066,604|603.602,594|604.603.602,2716
23067,604|603.602,605|604.603.602,1312
23068,604|603.602,603|604.603,3863
23069,604|603.602,614|604.603,2715
23070,595|596.586,594|595.596.586,3966
23071,595|596.586,596|595.596,836
23072,595|596.586,605|595,847
23073,595|596.586,585|595,3590
23074,613|623.624,603|613.623.624,2943
23075,613|623.624,623|613.623,3893
23076,613|623.624,614|613.623,3861
23077,613|623.624,612|613.623,2939
23078,584|583.582,583|584.583.582,831
23079,584|583.582,585|584.583.582,2203
23080,584|583.582,594|584,3375
23081,584|583.582,574|584.583,1860
23082,584|574.564,583|584.574.564,831
23083,584|574.564,585|584.574.564,2203
23084,584|574.564,574|584.574,1860
23085,584|574.564,594|584.574,3375
23086,582|581.591,592|582.581.591,3543
23087,582|581.591,581|582.581,63
23088,582|581.591,572|582,667
23089,582|581.591,583|582.581,67
23090,593|603.604,592|593.603.604,3544
23091,593|603.604,594|593.603.604,834
23092,593|603.604,583|593.603.604,829
23093,593|603.604,603|593.603.604,1283
23094,573|583.582,574|573.583.582,669
23095,573|583.582,563|573.583.582,69
23096,573|583.582,583|573.583,832
23097,573|583.582,572|573,2196
23098,585|575.585,584|585.575.585,2948
23099,585|575.585,586|585.575.585,680
23100,585|575.585,575|585.575.585,678
23101,585|575.585,595|585,846
23102,563|553.543,573|563.553.543,1858
23103,563|553.543,562|563.553.543,1857
23104,563|553.543,553|563.553,2201
23105,563|553.543,564|563.553,70
23106,583|593.592,573|583.593.592,68
23107,583|593.592,582|583.593,2944
23108,583|593.592,593|583.593,833
23109,583|593.592,584|583.593,830
23110,574|564.563,575|574.564.563,670
23111,574|564.563,564|574.564.563,1719
23112,574|564.563,573|574.564,721
23113,574|564.563,584|574.564,1859
23114,585|584.585,575|585.584.585,678
23115,585|584.585,595|585.584.585,846
23116,585|584.585,586|585.584,680
23117,585|584.585,584|585.584,2948
23118,565|564.565,575|565.564.565,943
23119,565|564.565,564|565.564.565,674
23120,565|564.565,555|565.564.565,672
23121,565|564.565,566|565.564,676
23122,583|582.583,573|583.582.583,68
23123,583|582.583,584|583.582.583,830
23124,583|582.583,593|583.582,833
23125,583|582.583,582|583.582,2944
23126,574|573.572,573|574.573.572,721
23127,574|573.572,575|574,670
23128,574|573.572,564|574,1719
23129,574|573.572,584|574,1859
23130,563|564.565,564|563.564.565,70
23131,563|564.565,553|563.564.565,2201
23132,563|564.565,573|563.564,1858
23133,563|564.565,562|563.564,1857
23134,554|555.554,564|554.555.554,719
23135,554|555.554,553|554.555.554,1720
23136,554|555.554,544|554.555,72
23137,554|555.554,555|554.555,684
23138,554|553.543,564|554.553.543,719
23139,554|553.543,555|554.553.543,684
23140,554|553.543,553|554.553,1720
23141,554|553.543,544|554.553,72
23142,554|544.554,564|554.544.554,719
23143,554|544.554,555|554.544.554,684
23144,554|544.554,553|554.544,1720
23145,554|544.554,544|554.544,72
23146,563|564.563,553|563.564.563,2201
23147,563|564.563,562|563.564.563,1857
23148,563|564.563,573|563.564,1858
23149,563|564.563,564|563,70
23150,543|544.534,553|543.544.534,1157
23151,543|544.534,542|543.544.534,1780
23152,543|544.534,533|543.544.534,1139
23153,543|544.534,544|543.544.534,717
23154,585|595.585,584|585.595.585,2948
23155,585|595.585,586|585.595.585,680
23156,585|595.585,595|585,846
23157,585|595.585,575|585.595,678
23158,593|592.591,583|593.592.591,829
23159,593|592.591,592|593.592.591,3544
23160,593|592.591,603|593.592,1283
23161,593|592.591,594|593,834
23162,542|552.562,552|542.552.562,1729
23163,542|552.562,541|542.552.562,1722
23164,542|552.562,532|542.552.562,697
23165,542|552.562,543|542.552,1138
23166,562|552.542,572|562.552.542,2199
23167,562|552.542,563|562.552.542,1856
23168,562|552.542,552|562.552,1834
23169,562|552.542,561|562.552,2198
23170,571|570.571,572|571.570.571,665
23171,571|570.571,581|571.570,61
23172,560|569.579,561|560.569.579,1832
23173,560|569.579,550|560,2945
23174,560|569.579,570|560.569,811
23175,560|569.579,569|560,938
23176,566|556.546,565|566.556.546,942
23177,566|556.546,576|566.556,80
23178,566|556.546,567|566,84
23179,566|556.546,556|566.556,683
23180,564|563.562,554|564.563.562,71
23181,564|563.562,574|564.563,720
23182,564|563.562,563|564.563,2200
23183,564|563.562,565|564.563,675
23184,575|565.566,574|575.565.566,2718
23185,575|565.566,565|575.565.566,671
23186,575|565.566,585|575.565,679
23187,575|565.566,576|575.565,873
23188,553|563.562,543|553.563.562,2828
23189,553|563.562,554|553.563.562,1160
23190,553|563.562,552|553.563,1158
23191,553|563.562,563|553.563,2202
23192,544|545.544,554|544.545.544,718
23193,544|545.544,543|544.545.544,1166
23194,544|545.544,545|544.545,73
23195,544|545.544,534|544.545,1140
23196,564|565.575,554|564.565.575,71
23197,564|565.575,565|564.565,675
23198,564|565.575,574|564.565,720
23199,564|565.575,563|564.565,2200
23200,553|552.562,552|553.552.562,1158
23201,553|552.562,554|553.552,1160
23202,553|552.562,543|553.552,2828
23203,553|552.562,563|553.552,2202
23204,565|555.565,564|565.555.565,674
23205,565|555.565,555|565.555.565,672
23206,565|555.565,566|565,676
23207,565|555.565,575|565.555,943
23208,563|553.554,564|563.553.554,70
23209,563|553.554,573|563.553.554,1858
23210,563|553.554,553|563.553.554,2201
23211,563|553.554,562|563.553,1857
23212,554|564.565,553|554.564.565,1720
23213,554|564.565,544|554,72
23214,554|564.565,564|554.564,719
23215,554|564.565,555|554.564,684
23216,576|575.565,575|576.575.565,872
23217,576|575.565,566|576.575,83
23218,576|575.565,577|576,681
23219,576|575.565,586|576.575,81
23220,576|566.565,566|576.566.565,83
23221,576|566.565,586|576.566.565,81
23222,576|566.565,577|576,681
23223,576|566.565,575|576.566,872
23224,575|576.566,574|575.576.566,2718
23225,575|576.566,576|575.576.566,873
23226,575|576.566,565|575.576,671
23227,575|576.566,585|575.576,679
23228,554|544.545,564|554.544.545,719
23229,554|544.545,553|554.544,1720
23230,554|544.545,544|554.544,72
23231,554|544.545,555|554,684
23232,524|523.522,534|524.523.522,712
23233,524|523.522,525|524.523.522,706
23234,524|523.522,523|524.523,714
23235,524|523.522,514|524.523,705
23236,553|552.542,543|553.552.542,2828
23237,553|552.542,554|553.552.542,1160
23238,553|552.542,552|553.552.542,1158
23239,553|552.542,563|553.552,2202
23240,553|552.553,543|553.552.553,2828
23241,553|552.553,563|553.552,2202
23242,553|552.553,552|553.552,1158
23243,553|552.553,554|553.552,1160
23244,535|545.544,545|535.545.544,1152
23245,535|545.544,525|535.545.544,1154
23246,535|545.544,534|535.545,1163
23247,535|545.544,536|535,2826
23248,546|547.546,545|546.547.546,2561
23249,546|547.546,536|546.547,685
23250,546|547.546,556|546.547,75
23251,546|547.546,547|546.547,689
23252,566|576.586,556|566.576.586,683
23253,566|576.586,565|566,942
23254,566|576.586,567|566,84
23255,566|576.586,576|566,80
23256,564|574.584,554|564.574.584,71
23257,564|574.584,574|564.574,720
23258,564|574.584,565|564,675
23259,564|574.584,563|564.574,2200
23260,555|565.555,554|555.565.555,1167
23261,555|565.555,545|555.565,1161
23262,555|565.555,565|555.565,673
23263,555|565.555,556|555,78
23264,564|574.575,565|564.574.575,675
23265,564|574.575,563|564.574.575,2200
23266,564|574.575,574|564.574.575,720
23267,564|574.575,554|564,71
23268,514|524.523,524|514.524.523,704
23269,514|524.523,504|514.524,1141
23270,514|524.523,515|514,1773
23271,514|524.523,513|514.524,992
23272,545|535.534,535|545.535.534,1153
23273,545|535.534,546|545.535.534,74
23274,545|535.534,555|545,2354
23275,545|535.534,544|545.535,3647
23276,543|553.563,544|543.553.563,717
23277,543|553.563,553|543.553.563,1157
23278,543|553.563,533|543.553.563,1139
23279,543|553.563,542|543.553.563,1780
23280,554|553.563,555|554.553.563,684
23281,554|553.563,553|554.553,1720
23282,554|553.563,544|554.553,72
23283,554|553.563,564|554.553,719
23284,543|542.552,533|543.542.552,1139
23285,543|542.552,553|543.542.552,1157
23286,543|542.552,544|543.542,717
23287,543|542.552,542|543.542,1780
23288,536|526.525,535|536.526.525,1162
23289,536|526.525,546|536,688
23290,536|526.525,526|536.526,686
23291,536|526.525,537|536,2562
23292,534|544.545,535|534.544.545,1164
23293,534|544.545,533|534.544,1156
23294,534|544.545,524|534.544,713
23295,534|544.545,544|534,1165
23296,545|535.536,544|545.535.536,3647
23297,545|535.536,546|545.535.536,74
23298,545|535.536,535|545.535,1153
23299,545|535.536,555|545,2354
23300,553|543.553,543|553.543.553,2828
23301,553|543.553,563|553.543,2202
23302,553|543.553,554|553.543,1160
23303,553|543.553,552|553,1158
23304,535|525.535,545|535.525.535,1152
23305,535|525.535,534|535.525.535,1163
23306,535|525.535,536|535,2826
23307,535|525.535,525|535.525,1154
23308,535|536.526,545|535.536.526,1152
23309,535|536.526,534|535.536.526,1163
23310,535|536.526,536|535,2826
23311,535|536.526,525|535.536,1154
23312,546|556.555,545|546.556.555,2561
23313,546|556.555,547|546.556.555,689
23314,546|556.555,556|546,75
23315,546|556.555,536|546,685
23316,566|556.557,556|566.556.557,683
23317,566|556.557,567|566,84
23318,566|556.557,565|566.556,942
23319,566|556.557,576|566.556,80
23320,555|554.555,556|555.554.555,78
23321,555|554.555,565|555.554,673
23322,555|554.555,554|555.554,1167
23323,555|554.555,545|555.554,1161
23324,555|556.555,545|555.556.555,1161
23325,555|556.555,556|555.556.555,78
23326,555|556.555,554|555,1167
23327,555|556.555,565|555,673
23328,555|545.544,545|555.545.544,1161
23329,555|545.544,565|555,673
23330,555|545.544,554|555,1167
23331,555|545.544,556|555.545,78
23332,546|545.555,547|546.545.555,689
23333,546|545.555,545|546.545.555,2561
23334,546|545.555,536|546.545,685
23335,546|545.555,556|546.545,75
23336,557|567.568,567|,867
23337,557|567.568,547|557.567.568,3383
23338,557|567.568,558|557.567,1841
23339,557|567.568,556|557.567,868
23340,526|527.528,536|526.527.528,687
23341,526|527.528,527|526.527,1836
23342,526|527.528,516|526.527,2559
23343,526|527.528,525|526,708
23344,526|516.506,536|526.516.506,687
23345,526|516.506,525|526.516.506,708
23346,526|516.506,516|526.516,2559
23347,526|516.506,527|526.516,1836
23348,564|574.564,565|564.574.564,675
23349,564|574.564,554|564,71
23350,564|574.564,574|564.574,720
23351,564|574.564,563|564.574,2200
23352,566|556.555,565|566.556.555,942
23353,566|556.555,576|566.556,80
23354,566|556.555,556|566.556,683
23355,566|556.555,567|566,84
23356,544|534.535,545|544.534.535,73
23357,544|534.535,534|544.534.535,1140
23358,544|534.535,543|544.534,1166
23359,544|534.535,554|544.534,718
23360,546|556.566,556|546.556.566,75
23361,546|556.566,545|546.556.566,2561
23362,546|556.566,536|546.556.566,685
23363,546|556.566,547|546.556,689
23364,557|558.559,556|557.558.559,868
23365,557|558.559,567|557.558.559,867
23366,557|558.559,558|557,1841
23367,557|558.559,547|557,3383
23368,534|544.543,535|534.544.543,1164
23369,534|544.543,533|534.544.543,1156
23370,534|544.543,544|534.544.543,1165
23371,534|544.543,524|534.544,713
23372,545|544.554,555|545.544.554,2354
23373,545|544.554,546|545.544.554,74
23374,545|544.554,544|545.544.554,3647
23375,545|544.554,535|545.544,1153
23376,554|553.552,555|554.553.552,684
23377,554|553.552,564|554.553.552,719
23378,554|553.552,553|554.553.552,1720
23379,554|553.552,544|554.553,72
23380,545|555.565,546|545.555.565,74
23381,545|555.565,555|545.555,2354
23382,545|555.565,544|545,3647
23383,545|555.565,535|545.555,1153
23384,567|577.587,557|567.577.587,866
23385,567|577.587,566|567.577.587,85
23386,567|577.587,577|567,1845
23387,567|577.587,568|567.577,869
23388,558|559.569,557|558.559.569,941
23389,558|559.569,548|558.559,1842
23390,558|559.569,559|558.559,3381
23391,558|559.569,568|558.559,2046
23392,547|548.549,537|547.548.549,690
23393,547|548.549,557|547,3379
23394,547|548.549,548|547,1715
23395,547|548.549,546|547,1716
23396,565|564.563,555|565.564.563,672
23397,565|564.563,566|565.564.563,676
23398,565|564.563,575|565.564,943
23399,565|564.563,564|565.564,674
23400,556|566.556,555|556.566.556,77
23401,556|566.556,546|556.566,76
23402,556|566.556,566|556.566,79
23403,556|566.556,557|556,2827
23404,556|546.547,546|556.546.547,76
23405,556|546.547,555|556,77
23406,556|546.547,557|556,2827
23407,556|546.547,566|556.546,79
23408,558|568.558,557|558.568.558,941
23409,558|568.558,559|558,3381
23410,558|568.558,548|558.568,1842
23411,558|568.558,568|558,2046
23412,556|546.545,546|556.546.545,76
23413,556|546.545,555|556,77
23414,556|546.545,566|556.546,79
23415,556|546.545,557|556,2827
23416,516|515.525,526|516.515.525,2560
23417,516|515.525,515|516,1775
23418,516|515.525,517|516.515,2831
23419,516|515.525,506|516,2824
23420,525|535.545,535|525.535.545,1151
23421,525|535.545,515|525.535.545,709
23422,525|535.545,524|525.535.545,711
23423,525|535.545,526|525.535,707
23424,537|538.537,527|537.538,2555
23425,537|538.537,538|537.538,691
23426,546|545.546,556|546.545.546,75
23427,546|545.546,536|546.545,685
23428,546|545.546,547|546.545,689
23429,546|545.546,545|546.545,2561
23430,555|545.555,545|555.545.555,1161
23431,555|545.555,556|555.545,78
23432,555|545.555,565|555,673
23433,555|545.555,554|555,1167
23434,535|536.535,545|535.536.535,1152
23435,535|536.535,525|535.536,1154
23436,535|536.535,534|535.536,1163
23437,535|536.535,536|535,2826
23438,555|545.546,556|555.545.546,78
23439,555|545.546,565|555,673
23440,555|545.546,554|555,1167
23441,555|545.546,545|555,1161
23442,557|547.557,567|,867
23443,557|547.557,556|557.547.557,868
23444,557|547.557,558|557,1841
23445,557|547.557,547|557.547,3383
23446,535|534.533,545|535.534.533,1152
23447,535|534.533,534|535.534.533,1163
23448,535|534.533,525|535,1154
23449,535|534.533,536|535,2826
23450,525|535.525,535|525.535.525,1151
23451,525|535.525,526|525.535.525,707
23452,525|535.525,515|525.535,709
23453,525|535.525,524|525,711
23454,536|526.527,535|536.526.527,1162
23455,536|526.527,526|536.526,686
23456,536|526.527,546|536,688
23457,536|526.527,537|536,2562
23458,547|546.545,546|547.546.545,1716
23459,547|546.545,557|547.546.545,3379
23460,547|546.545,537|547,690
23461,547|546.545,548|547.546,1715
